|job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
79|https://joblab.ru/vac10829938.html|Системный администратор|"ЗАО ""Железногорский ВРЗ"""|Железногорск|от 40 000 руб.|Полный рабочий день|Официальное трудоустройство, Стабильная заработная плата (2 раза в месяц), График сменный (5/2), Социальный пакет, Бесплатная столовая, 3 раза в неделю бесплатный хлеб, Служебный автобус, Спецодежда и средства индивидуальной защиты предоставляются, Компенсация медкомиссии, Программа приведи друга, Подробно о вакансии можно узнать по телефону или при собеседовании|установка и обслуживание серверов, установка и поддержка нормальной работы операционных систем, обеспечение безопасности корпоративных данных, обеспечение бесперебойной работы компьютерной и оргтехники на предприятии, обеспечение бесперебойного доступа в сеть Интернет (в рамках своих возможностей), установка компьютерных программ, работа с рабочими станциями и серверами, устранение обнаруженных неполадок в работе компьютеров и оборудования, регистрация новых пользователей, составление паролей и идентификаторов, приветствуется опыт работы с 1С на уровне администратора сервера (кластеризация, оптимизация и т.д.)|Высшее|От 1 года|Соблюдать требования охраны труда, дисциплина, организованность, опрятный внешний вид, желание работать.|17.10.2023 11:43:00|57|
80|https://joblab.ru/vac10549802.html|Ведущий инженер-программист|"АО ""ЦНИИТОЧМАШ"""|Подольск|По договоренности|Полный рабочий день|официальное оформление по ТК РФ, официальная заработная плата, выплаты 2 раза в месяц, оплачиваемый больничный, отпуск, График работы 5/2 с 07:45-17:00, социальные программы (санаторно-курортное лечение), возможность бесплатного обучения, повышение квалификации, иногородним сотрудникам предоставляется общежитие, отсрочка от мобилизации|Разработка программного обеспечения для микроконтроллеров, Разработка программных имитаторов устройств, Создание эксплуатационной документации для программ|Высшее|От 1 года|Знание ОС Windows и Linux, Опыт работы в данном направлении от 1 года, Высшее образование|17.10.2023 11:43:00|410|
81|https://joblab.ru/vac10557672.html|Менеджер проекта 1С|"АО ""ЦНИИТОЧМАШ"""|Подольск|от 172 000 руб.|Полный рабочий день|официальное оформление по ТК РФ, официальная заработная плата, выплаты 2 раза в месяц, оплачиваемый больничный, отпуск, График работы 5/2 с 07:45-17:00, социальные программы (санаторно-курортное лечение), возможность бесплатного обучения, повышение квалификации, иногородним сотрудникам предоставляется общежитие, отсрочка от мобилизации.|Доработка баз 1С УПП и Докуметооборот, Разработка и настройка отчетов, Консультация и поддержка пользователей, Руководство программистами-консультантами 1С.|Высшее|От 3 лет|Опыт разработки на платформе 1С8 не менее 3 лет, Знание основ бухгалтерского, финансового учета, управленческого учета, Подготовка ТЗ, доработка конфигураций, доработка отчетов, проектирование модулей, формирование печатных форм, разработка отчетов, доработка РАУЗ.|17.10.2023 11:43:00|455|
82|https://joblab.ru/vac10558650.html|Программист 1С|"АО ""ЦНИИТОЧМАШ"""|Подольск|172 000 руб.|Полный рабочий день|официальное оформление по ТК РФ, официальная заработная плата, выплаты 2 раза в месяц, оплачиваемый больничный, отпуск, График работы 5/2 с 07:45-17:00, социальные программы (санаторно-курортное лечение), возможность бесплатного обучения, повышение квалификации, иногородним сотрудникам предоставляется общежитие, отсрочка от мобилизации.|Доработка баз 1С УПП и Докуметооборот, Разработка и настройка отчетов, Консультация и поддержка пользователей, Руководство программистами-консультантами 1С.|Высшее|От 3 лет|Опыт разработки на платформе 1С8 не менее 3 лет, Знание основ бухгалтерского, финансового учета, управленческого учета, Подготовка ТЗ, доработка конфигураций, доработка отчетов, проектирование модулей, формирование печатных форм, разработка отчетов, доработка РАУЗ.|17.10.2023 11:43:00|392|
83|https://joblab.ru/vac10620029.html|Начальник отдела администрирования и технической поддержки|"АО ""ЦНИИТОЧМАШ"""|Подольск|от 170 000 руб.|Полный рабочий день|официальное оформление по ТК РФ, официальная заработная плата, выплаты 2 раза в месяц, оплачиваемый больничный, отпуск, График работы 5/2 с 09:00-18:00, социальные программы (санаторно-курортное лечение), возможность бесплатного обучения, повышение квалификации, иногородним сотрудникам предоставляется общежитие, отстрочка от мобилизации|Руководство подчиненными- системными администраторами, инженерами и прочими техническими специалистами в общем количестве 9 человек, Построение планов-графиков по импортозамещению оборудования и ПО, Создание ТЗ на закупку и контроль за закупками, осуществляемыми отделом материально-технического снабжения, Разработка и предоставление отчетов по результатам деятельности отдела, Организация инвентаризации компьютерного парка и печатающих устройств, Консультация и поддержка пользователей.|Высшее|От 5 лет|Опыт руководства ИТ подразделениями не менее 3-х человек, Общий стаж работы на инженерно-технических должностях не менее 5 лет, Знание основ ИТ технологий и информационной безопасности, Грамотное управление подчиненными, Умение формировать и отслеживать задачи, используя навыки project-менеджмента, Готовность применять в своей работе стандарты ITIL, ITSM, ITPM, Опыт работы с 1С: Предприятие приветствуется.|17.10.2023 11:43:00|706|
84|https://joblab.ru/vac11205109.html|Специалист технической поддержки / Ведущий специалист технической поддержки|"ФГБНУ ""РНЦХ им.акад.Б.В.Петровского"""|Москва|69 000 руб.|Полный рабочий день|Оформление и социальные гарантии строго согласно ТК РФ с первого рабочего дня, Официальная заработная плата, выплата осуществляется два раза в месяц (аванс, зарплата), Режим работы 5/2|Обработка обращений пользователей по вопросам эксплуатации ИТ-систем и их составляющих, Установка и настройка APM пользователей, Устранение возникающих проблем при эксплуатации программного и аппаратного обеспечении , Консультирование пользователей в решении типовых проблем с оборудованием и ПО, Установка, настройка и сопровождение офисной техники (принтеры, сканеры, МФУ и прочее), Установка, настройка и сопровождение коммутационного оборудования, Сопровождение видеоконференцсвязи (ВКС). , Сопровождение локальной вычислительной сети.|Среднее|От 1 года|Отличное знание клиентских операционных систем Windows 7-10 (установка, настройка, диагностика работы), Знания принципов функционирования MS Active Directory и основных ролей Windows Server, Знания ОС на базе Linux (желательно, но не обязательно), Знание комплектующих современных ПК, опыт сборки, диагностики и настройки, Уверенное владение офисным ПО: MS Office 2013-2019, Abbyy FineReader, Adobe Reader, архиваторы, настройка браузеров для работы с ГИС, Знания принципов работы ЛВС и сети Internet, Опыт настройки и поддержки работы офисной техники (принтеры, МФУ, сканеры), Опыт работы с системами регистрации заявок Helpdesk, Знание/опыт работы с ЭЦП, настрока ПО для работы с ЭЦП, Опыт работы не менее 1-3 года по специальности (3 года на ведущего специалиста), Образование высшее техническое или среднее специальное (требования по обучению для ведущего специалиста)|17.10.2023 11:39:00|10|
85|https://joblab.ru/vac10669510.html|Специалист по ремонту принтеров / оргтехники|"ООО ""КРОТЕК"""|Ногинск|70 000 руб.|Гибкий график|Испытательный срок., Оплачиваемый отпуск.|Диагностика оргтехники: МФУ, принтеры, ИБП и т.п., Профилактика, чистка, смазка и т.д., Замена неисправных элементов: термопленки, шестерней, валов, роликов, площадок и т.п., Ремонт оргтехники в том числе пайка., Прошивка., Возможны выезды к заказчику - Ногинск, Ногинский р-н и Электросталь., Ведение учета зап.частей.|Среднее|От 1 года|Опыт ремонта и обслуживания оргтехники., Хорошие знания в области радиоэлектроники., Умение работать с паяльником., Аккуратность, исполнительность, ответственность, пунктуальность.|17.10.2023 11:38:00|166|
86|https://joblab.ru/vac9327644.html|Сетевой специалист / обслуживание компьютеров|"ООО ""КРОТЕК"""|Ногинск|от 60 000 руб.|Полный рабочий день|Официальное оформление., Работа в офисе и на выезде., Фиксированный оклад., Оплата транспортных расходов., Оплачиваемый отпуск., Дальнейшее обучение за счет фирмы.|Установка, настройка и обслуживание сетевого оборудования: роутеры, коммутаторы, IP-камеры и т.п., Обслуживание и ремонт компьютеров., Консультирование и тех.поддрержка клиентов., Выезды: Ногинск, Ногинский р-он, Электросталь.|Среднее|От 1 года|"Наличие личного автомобиля., Хорошие знания Windows и компьютерного ""железа""., Умение быстро выявлять и устранять неисправности ПК., Знание стека протоколов TCP/IP., Умение настраивать популярные модели Wi-Fi роутеров., Наличие опыта обслуживание кабельных сетей."|17.10.2023 11:38:00|25|
87|https://joblab.ru/vac10422767.html|Системный администратор / IT-специалист|"ООО ""КРОТЕК"""|Электросталь|от 80 000 руб.|Полный рабочий день|Официальное оформление., Работа в офисе и на выезде., Фиксированный оклад., Оплата транспортных расходов., Оплачиваемый отпуск., Дальнейшее обучение за счет фирмы.|Сопровождение ПК и ЛВС в организациях:, Обслуживание и ремонт компьютеров., Установка и настройка сетевого оборудования., Выезды к заказчику: Ногинск, Ногинский р-он, Электросталь., Консультирование и тех.поддрержка клиентов.|Среднее|От 2 лет|"Наличие личного автомобиля., Профессиональные знания Windows и компьютерного ""железа""., Умение быстро выявлять и устранять неисправности ПК., Уверенные знания стека протоколов TCP/IP., Наличие опыта обслуживание сетей., Приветствуется опыт работы с оборудованием MikroTik и опыт настройки Windows-серверов."|17.10.2023 11:38:00|25|
88|https://joblab.ru/vac6559618.html|Сетевой специалист / обслуживание компьютеров|"ООО ""КРОТЕК"""|Электросталь|от 60 000 руб.|Полный рабочий день|Официальное оформление., Работа в офисе и на выезде., Фиксированный оклад., Оплата транспортных расходов., Оплачиваемый отпуск., Дальнейшее обучение за счет фирмы.|Установка, настройка и обслуживание сетевого оборудования: роутеры, коммутаторы, IP-камеры и т.п., Обслуживание и ремонт компьютеров., Консультирование и тех.поддрержка клиентов., Выезды: Ногинск, Ногинский р-он, Электросталь.|Среднее|От 1 года|"Наличие личного автомобиля., Хорошие знания Windows и компьютерного ""железа""., Умение быстро выявлять и устранять неисправности ПК., Знание стека протоколов TCP/IP., Умение настраивать популярные модели Wi-Fi роутеров., Наличие опыта обслуживание кабельных сетей."|17.10.2023 11:38:00|30|
89|https://joblab.ru/vac2462194.html|Специалист по ремонту ноутбуков / электроники|"ООО ""КРОТЕК"""|Ногинск|от 70 000 руб.|Гибкий график|Официальное оформление., Испытательный срок., Зарплата: оклад + процент, Оплачиваемый отпуск., Дальнейшее обучение за счет фирмы.|Ремонт ноутбуков, телевизоров и т.п., Диагностика, Сборка/разборка, Замена матрицы, тачскрина и т.п., Замена разъемов и компонентов, Перепрошивка и настройка, Замена аккумуляторов, Ремонт или замена корпусных деталей, Поиск и устранение неисправностей, Пайка|Среднее|От 1 года|"Хорошие знания в области радиоэлектроники., Опыт работы ""с паяльником"" и с паяльной станцией., Хорошее знание компьютерного и мобильного ""железа""., Хорошие знания ОС Windows, Android, iOS., Аккуратность, исполнительность, ответственность, пунктуальность."|17.10.2023 11:38:00|268|
90|https://joblab.ru/vac1107466.html|Системный администратор / IT-специалист|"ООО ""КРОТЕК"""|Ногинск|от 80 000 руб.|Полный рабочий день|Официальное оформление., Работа в офисе и на выезде., Фиксированный оклад., Оплата транспортных расходов., Оплачиваемый отпуск., Дальнейшее обучение за счет фирмы.|Сопровождение ПК и ЛВС в организациях:, Обслуживание и ремонт компьютеров., Установка и настройка сетевого оборудования., Выезды к заказчику: Ногинск, Ногинский р-он, Электросталь., Консультирование и тех.поддрержка клиентов.|Среднее|От 2 лет|"Наличие личного автомобиля., Профессиональные знания Windows и компьютерного ""железа""., Умение быстро выявлять и устранять неисправности ПК., Уверенные знания стека протоколов TCP/IP., Наличие опыта обслуживание сетей., Приветствуется опыт работы с оборудованием MikroTik и опыт настройки Windows-серверов."|17.10.2023 11:38:00|36|
91|https://joblab.ru/vac10849114.html|Заправщик картриджей|"ООО ""КРОТЕК"""|Ногинск|от 50 000 руб.|Полный рабочий день|Испытательный срок., Оплачиваемый отпуск., Отдельное помещение с кондиционером и всем необходимым оборудованием, Без выездов, заправка на месте|Заправка лазерных картриджей, Восстановление картриджей при необходимости., Дефектовка картриджей|Среднее|От 1 года|Опыт работы по заправка картриджей, Хорошие знания в области конструктивных особенностей лазерных МФУ и принтеров, Аккуратность, исполнительность, ответственность, пунктуальность.|17.10.2023 11:38:00|128|
92|https://joblab.ru/vac11205097.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Красногорск|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:36:00|3|
93|https://joblab.ru/vac10146168.html|Специалист технической поддержки / Help Desk|"ООО ""ПИИТ"""|Москва|до 100 000 руб.|Полный рабочий день|"Заработная плата:, до 100000 рублей до вычета (оклад), ДМС после испытательного срока, Оплата корпоративной мобильной связи, Перспективы профессионального и карьерного развития., Предоставление отсрочки до достижения возраста 27 лет гражданам, работающим в ИТ-отрасли в соответствии с п. 2 Указа Президента РФ от 02.03.2022 № 83:, 2. Предоставлять гражданам РФ, работающим в аккредитованных организациях, право на получение отсрочки от призыва на военную службу до достижения ими возраста 27 лет (на период работы в этих организациях)."" (см. текст указа в правовых информационных источниках)., График работы:, полный рабочий день удаленно/офис/гибрид - готовы обсудить, , оформление с первого дня в соответствии с ТК., Место работы:, Офис: г. Москва, 800 метров от м. Таганская, Работа в крупном машиностроительном холдинге"|"Работа с обращениями и заявками в системе Service Desk и СЭД:, o Поддержка удаленных пользователей с использованием TeamViewer, VNC., o Очная поддержка пользователей в центральных офисах, в том числе ВИП, o Подготовка, настройка и обслуживание АРМ пользователей, o Установка и поддержка используемого пользовательского ПО, o Коммутация рабочих мест пользователей, обслуживание внутренней , инфраструктуры компании: МФУ и принтеры, проекторы, оборудование WiFi, o Предоставление доступов пользователям средствами AD, o Заведение пользователей телефонии и предоставление доступов, настройка , аппаратов, o Работа с аккаунтами и правами пользователей в MS Exchange, o Траблшутинг по ""проблемным"" и нестандартным заявкам с подготовкой памяток и , инструкций, Поддержка корпоративной ВКС компании, в том числе совещаний ВИП с личным присутствием, Обеспечение выездных мероприятий компании, Участие в проектах по оптимизации работы службы поддержки пользователей и смежных проектах."|Среднее специальное|От 3 лет|"Обязательный предыдущий опыт работы не менее 3-х лет в области сопровождения пользователей и ИТ инфраструктуры крупных компаний., Знания уровня эксперта:, o по пользовательским ОС семейства Microsoft Windows, o по сборке ПК, диагностике ""железа"", модульному ремонту, o по установке и настройке пользовательского ПО (в том числе MS Office, 1C, ПО для работы с ЭЦП, клиенты VPN, антивирусное ПО - обязательно)., Обширные знания:, o По работе инфраструктуры и служб Microsoft:, Active Directory (в т.ч. Group Policy), RDP, терминальные сервисы, DNS, DHCP, WSUS, Общие файловые ресурсы, Почтовые службы, Сервисы печати., o По работе с системами ВКС корпоративного уровня (Cisco, Trueconf), o По работе с IP телефонией (Asterisk)., Прокладка СКС, обжим кабелей, коммутация сетевого оборудования, Настройка ПК и устройств на базе iOS, Android, Владение средствами автоматизации рутинных операций (PowerShell и другие средства), Желательно знакомство и опыт работы:, o Пользовательская часть VDI (Citrix), o ОС Linux, o Пользовательское ПО: SAP, TeamCenter, Directum, графические пакеты от Adobe и Corel, ArchiCAD, Компас и др., Образование:, o высшее техническое, o желательно наличие обучения и/или сертификации по направлениям Microsoft Windows, пользовательского ПО., Аналитический склад ума, умение работать в коллективе, проявляя инициативу. Желание обучаться и повышать свой профессиональный уровень"|17.10.2023 11:36:00|246|
94|https://joblab.ru/vac10860349.html|Консультант 1С ITIL (удаленно)|"ООО ""ПИИТ"""|Москва|По договоренности|Удаленная работа|График работы 5/2|Настройка и предоставление прав доступа в 1С ITIL, Написание ТЗ (постановок) для разработчиков 1С ITIL, Проверка и тестирование разработанного функционала 1С ITIL, Решение задач по обслуживанию 1С ITIL, Написание инструкций 1С ITIL|Среднее специальное|От 1 года|Знание 1С ИТИЛ (Итилиум), Опыт работы в ITSM системах, Знание компьютерных программ, в частности умение работать с Microsoft Word, Microsoft Office Excel, Outlook, Знание общих принципов работы в 1С, Грамотная письменная и устная речь, знание делового этикета, Знание электронного документооборота рассматривается как преимущество.|17.10.2023 11:36:00|259|
95|https://joblab.ru/vac10113738.html|Консультант 1С ERP (дистанционно)|"ООО ""ПИИТ"""|Москва|По договоренности|Удаленная работа|"Дистанционная работа, Оформление в соответствии с ТК РФ, ЗП устанавливается по результатам собеседования в зависимости от опыта и квалификации, ДМС после окончания испытательного срока, Предоставление отсрочки до достижения возраста 27 лет гражданам, работающим в ИТ-отрасли в соответствии с п. 2 Указа Президента РФ от 02.03.2022 № 83:, 2. Предоставлять гражданам РФ, работающим в аккредитованных организациях, право на получение отсрочки от призыва на военную службу до достижения ими возраста 27 лет (на период работы в этих организациях)."" (см. текст указа в правовых информационных источниках)., Возможно оформление по договору ГПХ, Рассматриваем кандидатов из различных регионов., Работа над IT-проектами крупнейших машиностроительных холдингов."|Консультирование пользователей по вопросам работы 1C: ERP, Разработка функциональных требований, Написание инструкций для пользователей.|Высшее|От 1 года|Опыт оказания услуг по сопровождению программного продукта 1С: ERP, Навыки разработки функциональных требований, Навыки разработки эксплуатационной документации (инструкций пользователей), Опыт переноса остатков данных, Грамотная устная и письменная речь, Наличие сертификатов 1С приветствуется.|17.10.2023 11:36:00|1177|
96|https://joblab.ru/vac10113734.html|Разработчик 1С / Ведущий программист 1С ERP (дистанционно)|"ООО ""ПИИТ"""|Москва|По договоренности|Удаленная работа|"Дистанционная работа постоянно из любого населенного пункта нашей страны, Оформление в соответствии с ТК РФ, ДМС, ""белый"" оклад и премии по итогам квартала - 40%, года - 100%, грейдирование, сертификация 1С, ЗП устанавливается по результатам собеседования в зависимости от опыта и квалификации, Предоставление отсрочки до достижения возраста 27 лет гражданам, работающим в ИТ-отрасли в соответствии с п. 2 Указа Президента РФ от 02.03.2022 № 83:, 2. Предоставлять гражданам РФ, работающим в аккредитованных организациях, право на получение отсрочки от призыва на военную службу до достижения ими возраста 27 лет (на период работы в этих организациях)."" (см. текст указа в правовых информационных источниках)., В период мобилизации - предоставление отсрочки от призыва."|Доработка и поддержка типовых 1С ERP или не типовых конфигураций (задачи распределяются в зависимости от сильных сторон специалиста), Обмен данными, интеграция систем (конвертация данных, веб-сервисы), Оптимизация нетиповых высоконагруженных систем на базе 1С, Разработка по ТЗ, Создание аналитических отчетов, Участие в командной разработке.|Высшее|От 1 года|"Опыт разработки на платформе 1С ERP/УХ, Опыт работы с типовыми и не типовыми конфигурациями, Знания механизмов технологической платформы 1С 8.х, Навыки написания конфигураций с нуля, Опыт работы на аналогичной позиции 1С ERP/УХ в больших компаниях или системных интеграторах от 3-х лет, ООО ""Программный инжиниринг и технологии""- внутренняя ИТ-компания АО ""Трансмашхолдинг"" (крупнейший машиностроительный холдинг РФ, включает в себя машиностроительные предприятия - производители подвижного состава) и ООО ""Локотех"" (крупнейший холдинг РФ в сфере обслуживания железнодорожного подвижного состава)."|17.10.2023 11:36:00|1102|
97|https://joblab.ru/vac11205096.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Домодедово|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:36:00|3|
98|https://joblab.ru/vac11205093.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Пушкино|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:36:00|3|
99|https://joblab.ru/vac11205091.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Балашиха|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:35:00|4|
100|https://joblab.ru/vac11205089.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Ногинск|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:35:00|3|
101|https://joblab.ru/vac11205086.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Ликино-Дулево|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:34:00|4|
102|https://joblab.ru/vac10210051.html|Программист-консультант 1С|"ООО ""Москворечье Трейдинг"""|Москва|По договоренности|Удаленная работа|Место работы: м. Шоссе Энтузиастов (7 мин. пешком), Оформление в соответствии с ТК РФ, График работы 5/2, Возможность работать дистанционно, Бесплатное питание при работе в офисе|"Внесение изменений в программный код информационных систем на платформе 1С (управляемые и неуправляемые формы), преимущественно устранение выявленных программных ошибок (качественное устранение, а не ""заплатка тяп-ляп""), Экспертное консультирование пользователей и сотрудников 2 линии поддержки по работе в 1С УТ 10.3, УТ 11.2, БИТ МДМ (закупки, продажи, склад), Устранение расхождений в данных при обменах между информационными системами, Управление номенклатурой и поставщиками в системе БИТ МДМ, Написание мини-инструкций для пользователей, Участие в поиске технических и архитектурных решений при проектировании или устранении ошибок функционала систем на платформе 1С, Поиск узких мест и оптимизация программного кода систем на платформе 1С, Обновление информационных систем."|Высшее|От 2 лет|Высшее техническое образование, Опыт работы в должности программиста-консультанта 1С от 2-х лет, Умение быстро читать и разбираться в чужом коде, Базовые знания основного стека WEB-технологий (обмен данными с системами не на платформе 1С).|17.10.2023 11:34:00|1161|
103|https://joblab.ru/vac11205082.html|Выездной мастер по ремонту цифровой техники|ИП Чванов Д.И.|Орехово-Зуево|90 000 — 150 000 руб.|Гибкий график|График свободный, оплата сдельная. Ремонт компьютеров, ноутбуков, телевизоров и прочей цифровой и бытовой техники на дому у клиента.|прием заявок от менеджера, обзвон клиентов, выезд, ремонт техники на дому, согласование стоимости ремонта по прайсу|Среднее|Не требуется|Предоставляется обучение и наставничество от опытных мастеров на первое время. Опыт работы выездным мастером - желателен. , Стрессоустойчивость, умение коммуницировать с клиентами.|17.10.2023 11:34:00|3|
