|job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
43|https://joblab.ru/vac10495663.html|Ведущий инженер-программист|"АО ЦНТУ ""Динамика"""|Жуковский|от 96 600 руб.|Полный рабочий день|Работу в крупной‚ стабильной Компании., Оформление в соответствии с ТК РФ., Официальную‚ своевременную заработную плату (начисление 2 раза в месяц)., Оплачиваемый отпуск‚ больничный., ДМС (обслуживание в поликлинике ЦАГИ)., Бесплатное питание., Бесплатное обучение., Оклад 96 600 руб. + премии до 30% от оклада по результатам работы., График: пн-пт.‚ 9.00- 18.00.|Тестирование моделей бортовых систем для разных типов авиационных тренажеров., Участие в отладке ПО на тренажерах., Участие в проведении испытаний тренажеров и их сертификации., Участие в автоматизации процессов контроля соответствия требованиям., Участие в пуско-наладочных работах на территории заказчика., Взаимодействие с разработчиками ПО.|Высшее|От 3 лет|Образование высшее техническое., Опыт работы не менее 3 года (в авиационной промышленности)., Уверенное владение языком программирования С/С++., Понимание типов и различных методологий тестирования (нагрузочное тестирование/ручное тестирование/автоматизация тестирования)., Опыт написания автотестов., Опыт работы с системами контроля версий., Знание и опыт администрирования Linux., Знание ГОСТов и ЕСПД., Умение читать чужой код.|18.10.2023 09:27:00|288|
44|https://joblab.ru/vac10506649.html|Инженер-системотехник 3 категории|"АО ЦНТУ ""Динамика"""|Жуковский|от 57 400 руб.|Полный рабочий день|Мы предлагаем:, Работу в крупной‚ стабильной Компании., Оформление в соответствии с ТК РФ., Официальную‚ своевременную заработную плату (начисление 2 раза в месяц)., Оплачиваемый отпуск‚ больничный., ДМС (обслуживание в поликлинике ЦАГИ)., Бесплатное питание., Бесплатное обучение., Оклад 57 400 руб. + премии до 30% от оклада по результатам работы., График: пн-пт.‚ 8.00- 17.00.|Сборка, настройка вычислительного комплекса., Содействие в дальнейшей отладке авиационного тренажера совместно со смежными подразделениями., Настройка экранного комплекса тренажера., Участие в ПНР на территории заказчика.|Среднее специальное|От 5 лет|Образование техническое / высшее техническое., Опыт работы с вычислительной техникой и ЛВС от 5 лет., Твердое знание администрирования ОС семейства Windows., Linux обязательны (установка ОС, администрирование)., Умение работать со слесарным и электроинструментом., Чтение электрических схем и сборочных чертежей., Навыки работы на высоте., Навыки прокладки ЛВС в помещении., Наличие загран. паспорта желательно. Поездки по России, СНГ и за границу (страны Африки, Азии, Южной Америки)., КОМАНДИРОВКИ ОБЯЗАТЕЛЬНЫЕ|18.10.2023 09:27:00|240|
45|https://joblab.ru/vac10599457.html|Сборщик ПК|MERLION|Жуковский|от 65 000 руб.|Сменный график|"Мы предлагаем Вам:, Работа на современном, оборудованном, теплом складе класса ""А"", Официальное трудоустройство согласно ТК РФ с первого рабочего дня., Оплачиваемые отпуска и больничные., Достойная и своевременная заработная плата без задержек 2 раза в месяц., Стабильный график работы 2/2 с 08:00 до 20:00., Возможность карьерного роста., Молодой, дружный коллектив., Наш склад расположен по адресу: Раменский район, п. Быково, ул. Аэропортовская"|Вам предстоит: , Сборка компьютерной техники (ПК, Моноблоки, Ноутбуки, планшеты), Монтаж комплектующих и укладка кабелей внутри корпуса изделия для создания презентабельного вида., Работа с нестандартными комплектующими, в том числе игровыми|Среднее|Не требуется|Мы ожидаем от Вас: , Знание и устройство компьютерного железа., Наличие навыков аккуратного монтажа комплектующих и укладки кабелей внутри корпуса ПК для создания презентабельного вида как снаружи, Приветствуется опыт работы на компьютерном производстве (сборка ПК)., Приглашаем кандидатов с опытом работы и без опыта работы, студентов., Вашим преимуществом будет опыт работы на позициях: сборщик ПК, компьютерный мастер, администратор тех. поддержки, сервисный инженер, системный администратор, тестировщик, It-специалист, технический специалист, Приветствуется опыт работы в компаниях: DNS, Связной, Мегафон, МТС, Билайн, Теле 2, М-Видео, Эльдорадо, Триколор, Компьютерный мир, Ситилинк, Байт и др…|18.10.2023 09:27:00|615|
46|https://joblab.ru/vac10871784.html|Сборщик ПК|MERLION|Люберцы|от 65 000 руб.|Сменный график|"Мы предлагаем Вам:, Работа на современном, оборудованном, теплом складе класса ""А"", Официальное трудоустройство согласно ТК РФ с первого рабочего дня., Оплачиваемые отпуска и больничные., Достойная и своевременная заработная плата без задержек 2 раза в месяц., Стабильный график работы 2/2 с 08:00 до 20:00., Возможность карьерного роста., Молодой, дружный коллектив., Наш склад расположен по адресу: Раменский район, п. Быково, ул. Аэропортовская"|Вам предстоит: , Сборка компьютерной техники (ПК, Моноблоки, Ноутбуки, планшеты), Монтаж комплектующих и укладка кабелей внутри корпуса изделия для создания презентабельного вида., Работа с нестандартными комплектующими, в том числе игровыми|Среднее|Не требуется|Мы ожидаем от Вас: , Знание и устройство компьютерного железа., Наличие навыков аккуратного монтажа комплектующих и укладки кабелей внутри корпуса ПК для создания презентабельного вида как снаружи, Приветствуется опыт работы на компьютерном производстве (сборка ПК)., Приглашаем кандидатов с опытом работы и без опыта работы, студентов., Вашим преимуществом будет опыт работы на позициях: сборщик ПК, компьютерный мастер, администратор тех. поддержки, сервисный инженер, системный администратор, тестировщик, It-специалист, технический специалист, Приветствуется опыт работы в компаниях: DNS, Связной, Мегафон, МТС, Билайн, Теле 2, М-Видео, Эльдорадо, Триколор, Компьютерный мир, Ситилинк, Байт и др…|18.10.2023 09:27:00|152|
47|https://joblab.ru/vac11118005.html|Помощник веб-мастера, Seo-специалист|"Типография ""Пресс-код"""|Зеленоград|35 000 — 50 000 руб.|Полный рабочий день|В веб-студию RealITS в Зеленограде требуется сотрудник., Работа в комфортном офисе, в дружном коллективе., Находимся рядом со станцией Крюково, График работы 5/2 с 9 до 18 часов, Оборудованное рабочее место, Заработная плата выплачивается 2 раза в месяц, обсуждается на собеседовании., НЕ УДАЛЕННО! Работа в офисе.|Наполнение и ведение кабинета в Яндекс бизнесе, Sео продвижение сайтов, Работа с рекламными кампаниями, Работа с сайтами: создание, анализ конкурентов, наполнение., Проводить комплексные работы по продвижению сайтов, Подготовка ежемесячных отчетов по работе, Работаем на CMS Битрикс, webasyst, wordpress, MODX.|Среднее|От 1 года|Понимание работы с сайтами, желателен опыт работы на различных CMS (Битрикс, webasyst, wordpress, MODX) , Отличным плюсом будут навыки программирования и веб-дизайна, сео оптимизация сайтов.|18.10.2023 09:27:00|20|
48|https://joblab.ru/vac10625072.html|Системный администратор|"ООО ""ВологдаСкан"""|Вологда|от 50 000 руб.|Полный рабочий день|График работы 5/2 с 8.00-17.00, Оформление по ТК РФ, Интересные и сложные проекты, возможность реализовывать личные инициативы.|Поддержка пользователей, Взаимодействие с подрядчиками, Подбор оборудования, Поддержка серверной инфраструктуры, Взаимодействие с программистами 1С, видеонаблюдение/телефония|Среднее специальное|От 1 года|Высшее образование, опыт работы не менее 3-х лет, знание линейки windows 7/10, windows server 2008r2/2016, AD, terminal, fs, hyper-v виртуализация, знание 1С на уровне администратора, понимание организации сетей (коммутация, маршрутизация) I2/I3, предпочтение оборудованию MikroTik, HelpDesk желательно., Преимуществом будет знание: Asterisk, Bitrix24, Linux на уровне администрирования, автоматизация bat, bash, ps, python и тд.|18.10.2023 09:25:00|93|
49|https://joblab.ru/vac10114913.html|Системный администратор|"АО ""Объем"""|Руза|от 100 000 руб.|Полный рабочий день|Предприятие по переработке песчано-гравийной смеси находится в д. Орешки Рузского района. Работа на объектах работодателя, График работы с понедельника по пятницу: с 8.30 до 17.00, Оформление и социальные льготы согласно ТК РФ|Администрирование Windows Server, Администрирование Linux, Администрирование Аsterisk, Настройка и обслуживание оборудования UBIQUITU Rocket NanoStation DLink Mikrotik TP-Link, Обеспечение резервного копирования:, Обслуживание серверов, ПК, оргтехники, системы видеонаблюдения, Обслуживание счетчиков банкнот, Монтаж локальных и телефонных сетей, Монтаж систем видеонаблюдения, Консультация пользователей, Устранение неисправностей в работе 1С, Обеспечение информационной безопасности, антивирусная защита, Обслуживание копировальной техники, мелкий ремонт, Обслуживание шлагбаумов., Ведение технической документации.|Среднее специальное|От 1 года|Внимательность, ответственность, исполнительность.|18.10.2023 09:25:00|106|
50|https://joblab.ru/vac10847568.html|Монтажник слаботочных систем|"АО ""Объем"""|Руза|от 65 000 руб.|Полный рабочий день|Предприятие по переработке песчано-гравийной смеси находится в д. Орешки Рузского района. Работа на объектах работодателя, График работы с понедельника по пятницу: с 8.30 до 17.00, Оформление и социальные льготы согласно ТК РФ|Монтаж слаботочных кабельных сетей СКС, видеонаблюдение, оптика (прокладка линий слаботочных систем по столбам, лоткам, в трубах, в траншее), Монтаж радиоточек, Расключение оконечного оборудования: видеокамер, приборов пожарной сигнализации, приборов охранной сигнализации, приборов системы контроля доступа, Обслуживание шлагбаумов, Контроль качества монтажа и испытание кабельных систем, Работа с электроинструментом, Сварка ВОЛС приветствуется.|Среднее специальное|От 1 года|Внимательность, ответственность, исполнительность.|18.10.2023 09:25:00|68|
51|https://joblab.ru/vac10512705.html|Специалист технической поддержки (Сергиев Посад)|"ГК ""ДИКСИ"""|Сергиев Посад|63 700 — 70 000 руб.|Полный рабочий день|Мы предлагаем:, Работу в сильной профессиональной команде, Возможность профессионального и карьерного роста в динамичной отрасли, Социальная защищенность, официальная зарплата, развитая корпоративная культура, Оформление по ТК РФ с первого дня выхода на работу, Полный социальный пакет (оплачиваемый отпуск 28 календарных дней, оплачиваемые больничные), Ежемесячные премии по результатам работы, Полная занятость, пятидневная рабочая неделя с 09.00 до 18.00, Компенсация мобильной связи и топливной карты.|Задачи:, Выездное обслуживание магазинов, выполнение заявок, открытие объектов, Обслуживание ИТ оборудования, работа с ТМЦ, работа с кассовым оборудованием (установка, настройка, замена), мелкий ремонт СКС (Структурированные Кабельные Системы).|Среднее специальное|От 1 года|Пожелания к кандидатам:, Образование не ниже среднего специального (техническое), Уверенный пользователь ПК, базовое администрирование Windows, Умение устанавливать и обслуживать терминалы безналичной оплаты., Готовность к разъездному характеру работы., Территория обслуживания: Сергиев Посад|18.10.2023 09:24:00|97|
52|https://joblab.ru/vac11055030.html|Специалист технической поддержки (Сергиев Посад)|"ГК ""ДИКСИ"""|Краснозаводск|80 000 руб.|Полный рабочий день|Мы предлагаем:, Работу в сильной профессиональной команде, Возможность профессионального и карьерного роста в динамичной отрасли, Социальная защищенность, официальная зарплата, развитая корпоративная культура, Оформление по ТК РФ с первого дня выхода на работу, Полный социальный пакет (оплачиваемый отпуск 28 календарных дней, оплачиваемые больничные), Ежемесячные премии по результатам работы, Полная занятость, пятидневная рабочая неделя с 09.00 до 18.00, Компенсация мобильной связи и топливной карты.|Задачи:, Выездное обслуживание магазинов, выполнение заявок, открытие объектов, Обслуживание ИТ оборудования, работа с ТМЦ, работа с кассовым оборудованием (установка, настройка, замена), мелкий ремонт СКС (Структурированные Кабельные Системы).|Среднее специальное|Не требуется|Пожелания к кандидатам:, Образование не ниже среднего специального (техническое), Уверенный пользователь ПК, базовое администрирование Windows, Умение устанавливать и обслуживать терминалы безналичной оплаты., Готовность к разъездному характеру работы., Территория обслуживания: Сергиев Посад|18.10.2023 09:24:00|40|
53|https://joblab.ru/vac11205944.html|Seo-специалист|"ООО ""РПК ""Плейс Принт"""|Москва|70 000 руб.|Полный рабочий день|Трудоустройство по ТК РФ, График работы: 5/2, с 9:00 до 18:00, работа в офисе, Дружный и веселый коллектив!, Хорошие условия заработной платы, высокооплачиваемая работа!, Удобное месторасположение офис не далеко от метро Сходненская 10-12 минут.|Продвижение сайтов в поисковых системах Яндекс и Google., Привлечение целевого трафика на сайт., Сбор и формирование семантического ядра., Кластеризация семантического ядра., Анализ конкурентов, статистики и текущих позиций сайта., Анализ и разработка посадочных страниц под запросы., Распределение запросов по релевантным страницам., Составление правильного ТЗ для копирайтеров., Оптимизация и улучшение текущих страниц по вхождениям., Настройка целей в Метрике, анализ конверсий по целям из контекстной рекламы и органического поиска., Анализ действий пользователей, юзабилити сайта., Работа над контентом сайта - написание продающих текстов работа с копирайтером!, Доработки сайта на базе вордпресс (как совместно с программистом, так и самостоятельно)., Обеспечение бесперебойной работы сайтов, резервное копирование, повышение быстродействия., Внутренняя оптимизация сайта - поиск и исправление ошибок, оптимизация материалов под поисковые системы, организация внутренней перелинковки., Успешное продвижение групп запросов в ТОП поисковых систем., Мониторинг активности конкурентов., Взаимодействие с отделом по работе с клиентами., Работа в офисе приоритетнее (Удаленно можно рассмотреть)|Среднее специальное|От 2 лет|Опыт работы seo-специалистом ОБЯЗАТЕЛЕН., Портфолио с результатами., Разработка landing page и многостраничных сайтов приветствуется., Работы по повышению конверсии целевых страниц сайта., Анализ статистики и посещаемости сайтов Веб-аналитика Google, Analytics Яндекс.Метрика., Контроль и ведение рекламных кампаний в Яндекс.Директ и Google AdWords приветствуется.|18.10.2023 09:23:00|9|
54|https://joblab.ru/vac10672719.html|Консультант в отдел сопровождения программных продуктов 1С|"ООО НПП ""Циркон Сервис"""|Москва|По договоренности|Полный рабочий день|"график работы 5/2, с 9:00 до 17:30, обед 30 мин., оформление и соц. гарантии в соответствии с ТК РФ, ""белая"" заработная плата, оплачиваемый отпуск 28 дней, больничный лист, испытательный срок 3 месяца, место работы: Комфортный офис на производственном предприятии в шаговой доступности от МЦД ж/д ст. Щербинка, уровень заработной платы обсуждается с успешным кандидатом."|работа с данными: поиск и исправление ошибок в данных, обработка данных, проверка данных, анализ и настройка НСИ, консультация пользователей по работе в программе, составление инструкций по работе в программе, проведение обучения сотрудников предприятия работе в программе, решение методических и аналитических вопросов, выявление ошибок работы программы, постановка задач программистам на исправление, сбор и анализ заявок на разработку нового функционала.|Среднее специальное|От 1 года|Обязательно:, опыт работы с продуктами 1С в качестве консультанта не менее 1 года, уверенное знание программы на уровне продвинутого пользователя, наличие сертификата 1С:Профессионал по 1C:ERP, знание одной из предметных областей - бухгалтерский учет, налоговый учет, кадровое делопроизводство, расчет заработной платы, производство, бюджетирование, финансовый учет, грамотная речь., Желательно:, наличие сертификата 1С:Специалист по одной из подсистем 1C:ERP, умение пользоваться консолью запросов или универсальным отчетом, опыт настройки 1С: Документооборот.|18.10.2023 09:23:00|170|
55|https://joblab.ru/vac10510906.html|Программист 1С|"ООО ""НПЦ ""ЛКТ"""|Истра|По договоренности|Полный рабочий день|Место нахождения предприятия: г.о. Истра, с. Новопетровское, Официальное трудоустройство с первого дня, официальная заработная плата, мотивационные премии за выслугу лет, к юбилеям и т.д., Полный социальный пакет (оплата отпусков, больничных, донорских и т.д., ежегодное прохождение медицинских осмотров, ДМС), Выплата заработной платы без задержек, Дружеская атмосфера, сплоченный профессиональный коллектив, Рабочие места в новом, чистом, оборудованном производственном комплексе, Возможность профессионального и должностного роста, График работы 5/2 (суббота, воскресенье - выходные).|Проведение миграции данных из 1С:УПП в 1С:ERP, Проведение донастройки 1С:ERP по запросам подразделений.|Высшее|От 3 лет|Опыт разработки на платформе 1С:ERP, Опыт разработки на управляемых формах, понимание клиент-серверной архитектуры, Опыт работы на проектах внедрения 1С:УПП, 1С:ERP, Знание типовых механизмов платформы 1С 8.3, языка запросов 1С, опыт оптимизации запросов, Хороший уровень знания библиотеки стандартных подсистем (БСП), Опыт отладки и оптимизации программных решений.|18.10.2023 09:23:00|248|
56|https://joblab.ru/vac10380683.html|Системный администратор|"ООО ""ПК ПОЛИВЕР"""|Клин|По договоренности|Полный рабочий день|Оформление, отпуск, больничный и пр. по ТК РФ, График работы 5/2 - 09.00 до 17.00, Корпоративный транспорт из г.Клин, Место работы: Московская область, город Клин, деревня Отрада, 32|Уверенные знания Windows Server 2003 - 2012 (DNS, DHCP, Active Directory, редактирование групповых политик), Windows 7 - 10. Централизованное управление антивирусными продуктами ESET. Настройка Cisco, Микротик (файервол, ограничение полосы пропускания, VPN), обслуживание и создание прокси серверов для блокировки нежелательных сайтов, настройка АТС Panasonic NS500-RUS и др. мини-АТС, монтаж СКС, закупка и сборка компьютеров с последующей установкой ПО, обслуживание огртехники., Знание офисного ПО: MS Office, клиент-банки, Крипто-Про и прочих программ., Резервное копирование данных. Удаленное администрирование и поддержка филиалов компании., Умение выявить и устранить неполадки в работе ОС Windows и аппаратной составляющей компьютера., Приветствуется знание OC Linux.|Высшее|От 3 лет|Опыт работы в аналогичной должности от 3 лет, Ответственность, инициативность, коммуникабельность|18.10.2023 09:22:00|65|
57|https://joblab.ru/vac10597028.html|Системный администратор|"ООО ""ПК ПОЛИВЕР"""|Солнечногорск|По договоренности|Полный рабочий день|Оформление, отпуск, больничный и пр. по ТК РФ, График работы 5/2 - 09.00 до 17.00, Корпоративный транспорт из г.Клин, Место работы: Московская область, город Клин, деревня Отрада, 32|Уверенные знания Windows Server 2003 - 2012 (DNS, DHCP, Active Directory, редактирование групповых политик), Windows 7 - 10. Централизованное управление антивирусными продуктами ESET. Настройка Cisco, Микротик (файервол, ограничение полосы пропускания, VPN), обслуживание и создание прокси серверов для блокировки нежелательных сайтов, настройка АТС Panasonic NS500-RUS и др. мини-АТС, монтаж СКС, закупка и сборка компьютеров с последующей установкой ПО, обслуживание огртехники., Знание офисного ПО: MS Office, клиент-банки, Крипто-Про и прочих программ., Резервное копирование данных. Удаленное администрирование и поддержка филиалов компании., Умение выявить и устранить неполадки в работе ОС Windows и аппаратной составляющей компьютера., Приветствуется знание OC Linux.|Высшее|От 3 лет|Опыт работы в аналогичной должности от 3 лет, Ответственность, инициативность, коммуникабельность|18.10.2023 09:22:00|37|
58|https://joblab.ru/vac10597034.html|Системный администратор|"ООО ""ПК ПОЛИВЕР"""|Зеленоград|По договоренности|Полный рабочий день|Оформление, отпуск, больничный и пр. по ТК РФ, График работы 5/2 - 09.00 до 17.00, Корпоративный транспорт из г.Клин, Место работы: Московская область, город Клин, деревня Отрада, 32|Уверенные знания Windows Server 2003 - 2012 (DNS, DHCP, Active Directory, редактирование групповых политик), Windows 7 - 10. Централизованное управление антивирусными продуктами ESET. Настройка Cisco, Микротик (файервол, ограничение полосы пропускания, VPN), обслуживание и создание прокси серверов для блокировки нежелательных сайтов, настройка АТС Panasonic NS500-RUS и др. мини-АТС, монтаж СКС, закупка и сборка компьютеров с последующей установкой ПО, обслуживание огртехники., Знание офисного ПО: MS Office, клиент-банки, Крипто-Про и прочих программ., Резервное копирование данных. Удаленное администрирование и поддержка филиалов компании., Умение выявить и устранить неполадки в работе ОС Windows и аппаратной составляющей компьютера., Приветствуется знание OC Linux.|Высшее|От 3 лет|Опыт работы в аналогичной должности от 3 лет, Ответственность, инициативность, коммуникабельность|18.10.2023 09:22:00|38|
59|https://joblab.ru/vac10979878.html|Системный администратор|"ООО ""ПК ПОЛИВЕР"""|Высоковск|По договоренности|Полный рабочий день|Оформление, отпуск, больничный и пр. по ТК РФ, График работы 5/2 - 09.00 до 17.00, Корпоративный транспорт из г.Клин, Место работы: Московская область, город Клин, деревня Отрада, 32|Уверенные знания Windows Server 2003 - 2012 (DNS, DHCP, Active Directory, редактирование групповых политик), Windows 7 - 10. Централизованное управление антивирусными продуктами ESET. Настройка Cisco, Микротик (файервол, ограничение полосы пропускания, VPN), обслуживание и создание прокси серверов для блокировки нежелательных сайтов, настройка АТС Panasonic NS500-RUS и др. мини-АТС, монтаж СКС, закупка и сборка компьютеров с последующей установкой ПО, обслуживание огртехники., Знание офисного ПО: MS Office, клиент-банки, Крипто-Про и прочих программ., Резервное копирование данных. Удаленное администрирование и поддержка филиалов компании., Умение выявить и устранить неполадки в работе ОС Windows и аппаратной составляющей компьютера., Приветствуется знание OC Linux.|Высшее|От 3 лет|Опыт работы в аналогичной должности от 3 лет, Ответственность, инициативность, коммуникабельность|18.10.2023 09:22:00|39|
60|https://joblab.ru/vac10672047.html|Системный администратор|"ООО ""Техремонт"""|Владивосток|По договоренности|Подработка|Условия:, Сотрудничество с крупной, динамично развивающейся компанией, Официальное оформление (ГПХ) и прозрачная схема оплаты, В настоящее время на проект с занятостью 5/2, (характер работы: офисный), Место работы: Владивосток, БЦ Fresh Plaza, Партнерская программа для самозанятых и ИП.|Задачи:, установка и настройка OC Windows, а также офисных приложений, установка и настройка различного рода ПО, перенос РМ, замена картриджей, разбор ноутбуков/ПК, инвентаризация оборудования в офисе, упаковка оборудования для отправки в регионы, сборка и размещение комплектов оборудования на точках заказчика и т.д.|Среднее специальное|От 1 года|"Требования:, уверенный пользователь ПК: пакет MS Office, интернет-браузеры, электронная почта, предпочтительно наличие базовых навыков программирования, опыт работы по настройке и ремонту ПК, а также периферийного оборудования, опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули), опыт работы с системами видеонаблюдения, оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность, приветствуется наличие статуса ""самозанятый""."|18.10.2023 09:19:00|124|
61|https://joblab.ru/vac10835920.html|Системный администратор|"ООО ""Техремонт"""|Ростов-на-Дону|от 44 000 руб.|Полный рабочий день|"Условия:, Сотрудничество с крупной, динамично развивающейся компанией, Официальное оформление (ГПХ) и прозрачная схема оплаты, В настоящее время на проект с занятостью 5/2, (характер работы: офисный), Место работы: Ростов-на-Дону, БЦ ""Лига Наций, Партнерская программа для самозанятых и ИП."|Задачи:, установка и настройка OC Windows, а также офисных приложений, установка и настройка различного рода ПО, перенос РМ, замена картриджей, разбор ноутбуков/ПК, инвентаризация оборудования в офисе, упаковка оборудования для отправки в регионы, сборка и размещение комплектов оборудования на точках заказчика и т.д.|Среднее специальное|От 1 года|"Требования:, уверенный пользователь ПК: пакет MS Office, интернет-браузеры, электронная почта, предпочтительно наличие базовых навыков программирования, опыт работы по настройке и ремонту ПК, а также периферийного оборудования, опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули), опыт работы с системами видеонаблюдения, оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность, приветствуется наличие статуса ""самозанятый""."|18.10.2023 09:19:00|134|
62|https://joblab.ru/vac10835925.html|Системный администратор|"ООО ""Техремонт"""|Хабаровск|от 44 000 руб.|Полный рабочий день|Условия:, Сотрудничество с крупной, динамично развивающейся компанией, Официальное оформление (ГПХ) и прозрачная схема оплаты, В настоящее время на проект с занятостью 5/2, (характер работы: офисный), Место работы: Хабаровск, Центральный район, Партнерская программа для самозанятых и ИП.|Задачи:, установка и настройка OC Windows, а также офисных приложений, установка и настройка различного рода ПО, перенос РМ, замена картриджей, разбор ноутбуков/ПК, инвентаризация оборудования в офисе, упаковка оборудования для отправки в регионы, сборка и размещение комплектов оборудования на точках заказчика и т.д.|Среднее специальное|От 1 года|"Требования:, уверенный пользователь ПК: пакет MS Office, интернет-браузеры, электронная почта, предпочтительно наличие базовых навыков программирования, опыт работы по настройке и ремонту ПК, а также периферийного оборудования, опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули), опыт работы с системами видеонаблюдения, оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность, приветствуется наличие статуса ""самозанятый""."|18.10.2023 09:19:00|63|
63|https://joblab.ru/vac10852987.html|Системный администратор|"ООО ""Техремонт"""|Краснодар|от 44 000 руб.|Полный рабочий день|Условия:, Сотрудничество с крупной, динамично развивающейся компанией, Официальное оформление (ГПХ) и прозрачная схема оплаты, В настоящее время на проект с занятостью 5/2, (характер работы: офисный), Место работы: Краснодар, Фестивальный микрорайон, Партнерская программа для самозанятых и ИП.|Задачи:, установка и настройка OC Windows, а также офисных приложений, установка и настройка различного рода ПО, перенос РМ, замена картриджей, разбор ноутбуков/ПК, инвентаризация оборудования в офисе, упаковка оборудования для отправки в регионы, сборка и размещение комплектов оборудования на точках заказчика и т.д.|Среднее специальное|От 1 года|"Требования:, уверенный пользователь ПК: пакет MS Office, интернет-браузеры, электронная почта, предпочтительно наличие базовых навыков программирования, опыт работы по настройке и ремонту ПК, а также периферийного оборудования, опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули), опыт работы с системами видеонаблюдения, оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность, приветствуется наличие статуса ""самозанятый""."|18.10.2023 09:19:00|115|
